result,white_elo,black_elo,opening,num_moves,moves
0-1,1526,1513,"English Opening: King's English Variation, Two Knights Variation, Keres Variation",32,1. c4 { [%clk 0:10:00] } 1... e5 { [%clk 0:10:00] } 2. Nc3 { [%clk 0:10:01] } 2... Nf6 { [%clk 0:10:02] } 3. g3 { [%clk 0:10:04] } 3... c6 { [%clk 0:10:05] } 4. d4 { [%clk 0:10:07] } 4... exd4 { [%clk 0:10:06] } 5. Qxd4 { [%clk 0:10:08] } 5... d5 { [%clk 0:09:58] } 6. cxd5 { [%clk 0:10:11] } 6... Nxd5 { [%clk 0:09:41] } 7. Nxd5 { [%clk 0:09:55] } 7... cxd5 { [%clk 0:09:30] } 8. Bg2 { [%clk 0:09:52] } 8... Be6 { [%clk 0:09:14] } 9. e4 { [%clk 0:09:07] } 9... Nc6 { [%clk 0:09:06] } 10. Qa4 { [%clk 0:08:45] } 10... Bb4+ { [%clk 0:08:09] } 11. Bd2 { [%clk 0:08:21] } 11... Bxd2+ { [%clk 0:08:11] } 12. Kxd2 { [%clk 0:08:05] } 12... dxe4+ { [%clk 0:08:13] } 13. Ke1 { [%clk 0:07:34] } 13... f5 { [%clk 0:07:45] } 14. Rd1 { [%clk 0:07:36] } 14... Qa5+ { [%clk 0:07:11] } 15. Qxa5 { [%clk 0:07:31] } 15... Nxa5 { [%clk 0:07:14] } 16. Nh3 { [%clk 0:07:26] } 16... O-O { [%clk 0:06:44] } 17. b3 { [%clk 0:07:29] } 17... Rad8 { [%clk 0:06:34] } 18. Ke2 { [%clk 0:07:30] } 18... Nc6 { [%clk 0:06:30] } 19. Nf4 { [%clk 0:07:25] } 19... Bf7 { [%clk 0:05:15] } 20. f3 { [%clk 0:07:15] } 20... Nd4+ { [%clk 0:05:11] } 21. Ke3 { [%clk 0:07:08] } 21... exf3 { [%clk 0:04:37] } 22. Bxf3 { [%clk 0:07:10] } 22... Nc2+ { [%clk 0:04:02] } 23. Kf2 { [%clk 0:07:02] } 23... g5 { [%clk 0:04:03] } 24. Ne2 { [%clk 0:06:29] } 24... b6 { [%clk 0:03:55] } 25. h4 { [%clk 0:05:17] } 25... g4 { [%clk 0:03:53] } 26. Bg2 { [%clk 0:04:54] } 26... Rfe8 { [%clk 0:03:41] } 27. Nc3 { [%clk 0:03:43] } 27... Rxd1 { [%clk 0:03:30] } 28. Rxd1 { [%clk 0:03:45] } 28... Ne3 { [%clk 0:03:31] } 29. Rd7 { [%clk 0:03:28] } 29... a5 { [%clk 0:02:49] } 30. Rb7 { [%clk 0:03:09] } 30... Nxg2 { [%clk 0:02:36] } 31. Kxg2 { [%clk 0:03:11] } 31... Rc8 { [%clk 0:02:12] } 32. Nb5 { [%clk 0:02:59] } 32... Bd5+ { [%clk 0:02:11] }
1-0,1604,1634,Philidor Defense: Lopez Countergambit,20,1. e4 { [%clk 0:01:00] } 1... e5 { [%clk 0:01:00] } 2. Nf3 { [%clk 0:01:00] } 2... d6 { [%clk 0:01:00] } 3. Bc4 { [%clk 0:00:59] } 3... f5 { [%clk 0:00:59] } 4. d3 { [%clk 0:00:59] } 4... h6 { [%clk 0:00:58] } 5. exf5 { [%clk 0:00:58] } 5... Bxf5 { [%clk 0:00:57] } 6. O-O { [%clk 0:00:57] } 6... Nc6 { [%clk 0:00:56] } 7. Nc3 { [%clk 0:00:57] } 7... g5 { [%clk 0:00:55] } 8. Be3 { [%clk 0:00:57] } 8... g4 { [%clk 0:00:54] } 9. Nh4 { [%clk 0:00:57] } 9... Bd7 { [%clk 0:00:51] } 10. Ng6 { [%clk 0:00:54] } 10... Rh7 { [%clk 0:00:49] } 11. d4 { [%clk 0:00:53] } 11... Rg7 { [%clk 0:00:46] } 12. d5 { [%clk 0:00:51] } 12... Rxg6 { [%clk 0:00:44] } 13. dxc6 { [%clk 0:00:50] } 13... Bxc6 { [%clk 0:00:43] } 14. Bxg8 { [%clk 0:00:49] } 14... Rxg8 { [%clk 0:00:40] } 15. b4 { [%clk 0:00:45] } 15... Qf6 { [%clk 0:00:39] } 16. b5 { [%clk 0:00:42] } 16... Bd7 { [%clk 0:00:38] } 17. Nd5 { [%clk 0:00:40] } 17... Qe6 { [%clk 0:00:36] } 18. Nxc7+ { [%clk 0:00:39] } 18... Ke7 { [%clk 0:00:34] } 19. Nxe6 { [%clk 0:00:39] } 19... Bxe6 { [%clk 0:00:33] } 20. b6 { [%clk 0:00:38] } 20... axb6 { [%clk 0:00:32] } 21. Bxb6 { [%clk 0:00:38] }
0-1,2119,2080,Sicilian Defense: Open,31,1. e4 { [%clk 0:01:00] } 1... c5 { [%clk 0:01:00] } 2. Nf3 { [%clk 0:01:00] } 2... Nc6 { [%clk 0:00:59] } 3. d4 { [%clk 0:01:00] } 3... cxd4 { [%clk 0:00:59] } 4. Nxd4 { [%clk 0:00:59] } 4... Nf6 { [%clk 0:00:59] } 5. Nxc6 { [%clk 0:00:58] } 5... bxc6 { [%clk 0:00:59] } 6. Qd3 { [%clk 0:00:57] } 6... e6 { [%clk 0:00:58] } 7. Nc3 { [%clk 0:00:57] } 7... Bb4 { [%clk 0:00:57] } 8. Bg5 { [%clk 0:00:55] } 8... Qa5 { [%clk 0:00:56] } 9. Bxf6 { [%clk 0:00:44] } 9... gxf6 { [%clk 0:00:55] } 10. Be2 { [%clk 0:00:43] } 10... Ba6 { [%clk 0:00:49] } 11. Qxa6 { [%clk 0:00:41] } 11... Bxc3+ { [%clk 0:00:48] } 12. Kf1 { [%clk 0:00:34] } 12... Qxa6 { [%clk 0:00:46] } 13. Bxa6 { [%clk 0:00:33] } 13... Bxb2 { [%clk 0:00:46] } 14. Rb1 { [%clk 0:00:33] } 14... Be5 { [%clk 0:00:44] } 15. Rb7 { [%clk 0:00:31] } 15... Ke7 { [%clk 0:00:42] } 16. g3 { [%clk 0:00:30] } 16... Rhb8 { [%clk 0:00:39] } 17. Rxb8 { [%clk 0:00:28] } 17... Rxb8 { [%clk 0:00:38] } 18. Bc4 { [%clk 0:00:26] } 18... Rb1+ { [%clk 0:00:37] } 19. Kg2 { [%clk 0:00:26] } 19... Rb2 { [%clk 0:00:36] } 20. Bb3 { [%clk 0:00:25] } 20... a5 { [%clk 0:00:35] } 21. f4 { [%clk 0:00:24] } 21... Bd4 { [%clk 0:00:33] } 22. Rd1 { [%clk 0:00:22] } 22... e5 { [%clk 0:00:31] } 23. a4 { [%clk 0:00:13] } 23... d6 { [%clk 0:00:26] } 24. Rd3 { [%clk 0:00:10] } 24... c5 { [%clk 0:00:25] } 25. Rd2 { [%clk 0:00:07] } 25... Kd7 { [%clk 0:00:24] } 26. Bxf7 { [%clk 0:00:05] } 26... Kc6 { [%clk 0:00:20] } 27. Bc4 { [%clk 0:00:04] } 27... Rb4 { [%clk 0:00:19] } 28. Bb5+ { [%clk 0:00:03] } 28... Rxb5 { [%clk 0:00:18] } 29. axb5+ { [%clk 0:00:03] } 29... Kxb5 { [%clk 0:00:18] } 30. Rd3 { [%clk 0:00:02] } 30... c4 { [%clk 0:00:16] } 31. Rd1 { [%clk 0:00:01] } 31... a4 { [%clk 0:00:16] }
1-0,1808,1732,French Defense: Steinitz Attack,24,1. e4 { [%clk 0:01:00] } 1... e6 { [%clk 0:01:00] } 2. e5 { [%clk 0:00:59] } 2... d5 { [%clk 0:01:00] } 3. exd6 { [%clk 0:00:59] } 3... cxd6 { [%clk 0:00:59] } 4. Nf3 { [%clk 0:00:59] } 4... Nf6 { [%clk 0:00:59] } 5. Bb5+ { [%clk 0:00:58] } 5... Bd7 { [%clk 0:00:57] } 6. Be2 { [%clk 0:00:58] } 6... Be7 { [%clk 0:00:56] } 7. O-O { [%clk 0:00:58] } 7... O-O { [%clk 0:00:56] } 8. d4 { [%clk 0:00:57] } 8... Nc6 { [%clk 0:00:56] } 9. c3 { [%clk 0:00:57] } 9... d5 { [%clk 0:00:55] } 10. Bg5 { [%clk 0:00:56] } 10... Ne4 { [%clk 0:00:54] } 11. Bxe7 { [%clk 0:00:55] } 11... Qxe7 { [%clk 0:00:53] } 12. Ne5 { [%clk 0:00:54] } 12... f6 { [%clk 0:00:53] } 13. Nxc6 { [%clk 0:00:53] } 13... bxc6 { [%clk 0:00:53] } 14. Bf3 { [%clk 0:00:53] } 14... f5 { [%clk 0:00:52] } 15. Bxe4 { [%clk 0:00:52] } 15... fxe4 { [%clk 0:00:52] } 16. Nd2 { [%clk 0:00:51] } 16... h5 { [%clk 0:00:51] } 17. f3 { [%clk 0:00:50] } 17... h4 { [%clk 0:00:51] } 18. fxe4 { [%clk 0:00:49] } 18... h3 { [%clk 0:00:51] } 19. g3 { [%clk 0:00:48] } 19... dxe4 { [%clk 0:00:50] } 20. Nxe4 { [%clk 0:00:47] } 20... e5 { [%clk 0:00:44] } 21. dxe5 { [%clk 0:00:46] } 21... Qxe5 { [%clk 0:00:44] } 22. Rxf8+ { [%clk 0:00:43] } 22... Rxf8 { [%clk 0:00:41] } 23. Nf2 { [%clk 0:00:43] } 23... c5 { [%clk 0:00:37] } 24. Qb3+ { [%clk 0:00:39] } 24... Be6 { [%clk 0:00:36] } 25. Qb7 { [%clk 0:00:35] }
1-0,2673,2615,English Opening: Caro-Kann Defensive System,24,1. c4 { [%clk 0:01:00] } 1... c6 { [%clk 0:01:00] } 2. Nc3 { [%clk 0:01:00] } 2... d6 { [%clk 0:01:00] } 3. d4 { [%clk 0:00:59] } 3... Bf5 { [%clk 0:00:58] } 4. Nf3 { [%clk 0:00:59] } 4... Bg6 { [%clk 0:00:58] } 5. g3 { [%clk 0:00:58] } 5... Nf6 { [%clk 0:00:58] } 6. Bg2 { [%clk 0:00:58] } 6... Ne4 { [%clk 0:00:58] } 7. Nh4 { [%clk 0:00:56] } 7... Nxc3 { [%clk 0:00:57] } 8. bxc3 { [%clk 0:00:56] } 8... Qa5 { [%clk 0:00:56] } 9. Nxg6 { [%clk 0:00:55] } 9... hxg6 { [%clk 0:00:55] } 10. Bd2 { [%clk 0:00:54] } 10... Nd7 { [%clk 0:00:55] } 11. O-O { [%clk 0:00:53] } 11... Qh5 { [%clk 0:00:53] } 12. h4 { [%clk 0:00:53] } 12... e5 { [%clk 0:00:53] } 13. Bf3 { [%clk 0:00:51] } 13... Qf5 { [%clk 0:00:51] } 14. Qb3 { [%clk 0:00:50] } 14... Rb8 { [%clk 0:00:49] } 15. Qa4 { [%clk 0:00:47] } 15... a6 { [%clk 0:00:47] } 16. d5 { [%clk 0:00:41] } 16... c5 { [%clk 0:00:44] } 17. Rab1 { [%clk 0:00:40] } 17... Be7 { [%clk 0:00:42] } 18. Bg2 { [%clk 0:00:38] } 18... g5 { [%clk 0:00:41] } 19. hxg5 { [%clk 0:00:36] } 19... Bxg5 { [%clk 0:00:40] } 20. Bxg5 { [%clk 0:00:35] } 20... Qxg5 { [%clk 0:00:40] } 21. Rb6 { [%clk 0:00:31] } 21... Qe7 { [%clk 0:00:39] } 22. Rfb1 { [%clk 0:00:29] } 22... Qd8 { [%clk 0:00:22] } 23. Rxb7 { [%clk 0:00:27] } 23... Rxb7 { [%clk 0:00:22] } 24. Rxb7 { [%clk 0:00:26] } 24... g6 { [%clk 0:00:22] } 25. Qc6 { [%clk 0:00:25] }
1-0,1413,1364,Van't Kruijs Opening,10,1. e3 { [%clk 0:01:00] } 1... e5 { [%clk 0:01:00] } 2. c3 { [%clk 0:01:00] } 2... c6 { [%clk 0:01:00] } 3. Bc4 { [%clk 0:00:57] } 3... e4 { [%clk 0:00:59] } 4. d3 { [%clk 0:00:54] } 4... d5 { [%clk 0:00:56] } 5. Bb3 { [%clk 0:00:52] } 5... Qf6 { [%clk 0:00:51] } 6. dxe4 { [%clk 0:00:47] } 6... dxe4 { [%clk 0:00:47] } 7. Ne2 { [%clk 0:00:45] } 7... Bd6 { [%clk 0:00:43] } 8. Nd2 { [%clk 0:00:38] } 8... Qe5 { [%clk 0:00:41] } 9. Nc4 { [%clk 0:00:31] } 9... Qe6 { [%clk 0:00:38] } 10. Nxd6+ { [%clk 0:00:27] } 10... Ke7 { [%clk 0:00:38] } 11. Bxe6 { [%clk 0:00:25] }
1-0,1980,1975,Caro-Kann Defense,29,1. e4 { [%clk 0:01:00] } 1... c6 { [%clk 0:01:00] } 2. e5 { [%clk 0:00:59] } 2... d5 { [%clk 0:01:00] } 3. exd6 { [%clk 0:00:59] } 3... exd6 { [%clk 0:00:59] } 4. Nf3 { [%clk 0:00:59] } 4... Nf6 { [%clk 0:00:59] } 5. Be2 { [%clk 0:00:59] } 5... Bg4 { [%clk 0:00:58] } 6. O-O { [%clk 0:00:58] } 6... Be7 { [%clk 0:00:58] } 7. d3 { [%clk 0:00:58] } 7... O-O { [%clk 0:00:58] } 8. Be3 { [%clk 0:00:58] } 8... Re8 { [%clk 0:00:57] } 9. Nbd2 { [%clk 0:00:56] } 9... Nbd7 { [%clk 0:00:57] } 10. c4 { [%clk 0:00:55] } 10... Ne5 { [%clk 0:00:55] } 11. b3 { [%clk 0:00:54] } 11... Qd7 { [%clk 0:00:51] } 12. Qc2 { [%clk 0:00:54] } 12... Bxf3 { [%clk 0:00:50] } 13. Nxf3 { [%clk 0:00:53] } 13... Nxf3+ { [%clk 0:00:49] } 14. Bxf3 { [%clk 0:00:51] } 14... Rac8 { [%clk 0:00:49] } 15. Rad1 { [%clk 0:00:50] } 15... d5 { [%clk 0:00:48] } 16. d4 { [%clk 0:00:47] } 16... Bd6 { [%clk 0:00:41] } 17. c5 { [%clk 0:00:46] } 17... Bb8 { [%clk 0:00:40] } 18. h3 { [%clk 0:00:45] } 18... Qc7 { [%clk 0:00:39] } 19. g3 { [%clk 0:00:45] } 19... Ne4 { [%clk 0:00:38] } 20. Bf4 { [%clk 0:00:42] } 20... Qe7 { [%clk 0:00:35] } 21. Bxe4 { [%clk 0:00:41] } 21... Qxe4 { [%clk 0:00:34] } 22. Qxe4 { [%clk 0:00:40] } 22... Rxe4 { [%clk 0:00:33] } 23. Bxb8 { [%clk 0:00:39] } 23... Rxb8 { [%clk 0:00:32] } 24. Rfe1 { [%clk 0:00:38] } 24... Rbe8 { [%clk 0:00:32] } 25. Rxe4 { [%clk 0:00:37] } 25... Rxe4 { [%clk 0:00:31] } 26. Kg2 { [%clk 0:00:37] } 26... Re2 { [%clk 0:00:30] } 27. a4 { [%clk 0:00:35] } 27... g6 { [%clk 0:00:29] } 28. Rd3 { [%clk 0:00:34] } 28... f5 { [%clk 0:00:28] } 29. Kf3 { [%clk 0:00:34] } 29... Re5 { [%clk 0:00:27] } 30. dxe5 { [%clk 0:00:32] }
1-0,2076,2042,Indian Defense: Tartakower Attack,28,1. d4 { [%clk 0:01:00] } 1... Nf6 { [%clk 0:01:00] } 2. g3 { [%clk 0:01:00] } 2... g6 { [%clk 0:01:00] } 3. Bg2 { [%clk 0:01:00] } 3... Bg7 { [%clk 0:01:00] } 4. Nc3 { [%clk 0:00:59] } 4... O-O { [%clk 0:01:00] } 5. Bg5 { [%clk 0:00:59] } 5... d5 { [%clk 0:00:59] } 6. e3 { [%clk 0:00:58] } 6... c6 { [%clk 0:00:58] } 7. Nge2 { [%clk 0:00:57] } 7... Qb6 { [%clk 0:00:58] } 8. Bxf6 { [%clk 0:00:55] } 8... Bxf6 { [%clk 0:00:57] } 9. b3 { [%clk 0:00:53] } 9... Bf5 { [%clk 0:00:55] } 10. O-O { [%clk 0:00:52] } 10... Nd7 { [%clk 0:00:53] } 11. Nf4 { [%clk 0:00:49] } 11... Rac8 { [%clk 0:00:51] } 12. Na4 { [%clk 0:00:48] } 12... Qc7 { [%clk 0:00:50] } 13. c4 { [%clk 0:00:47] } 13... dxc4 { [%clk 0:00:46] } 14. bxc4 { [%clk 0:00:47] } 14... e5 { [%clk 0:00:45] } 15. Ne2 { [%clk 0:00:41] } 15... Rfd8 { [%clk 0:00:42] } 16. dxe5 { [%clk 0:00:39] } 16... Nxe5 { [%clk 0:00:41] } 17. Qb3 { [%clk 0:00:36] } 17... Be6 { [%clk 0:00:37] } 18. Nb2 { [%clk 0:00:32] } 18... Rd2 { [%clk 0:00:33] } 19. Nf4 { [%clk 0:00:28] } 19... Bg4 { [%clk 0:00:24] } 20. h3 { [%clk 0:00:19] } 20... Bf3 { [%clk 0:00:22] } 21. Bxf3 { [%clk 0:00:16] } 21... Nxf3+ { [%clk 0:00:21] } 22. Kg2 { [%clk 0:00:16] } 22... Ng5 { [%clk 0:00:16] } 23. Rab1 { [%clk 0:00:14] } 23... Rcd8 { [%clk 0:00:14] } 24. Rfd1 { [%clk 0:00:11] } 24... Ne4 { [%clk 0:00:11] } 25. Rxd2 { [%clk 0:00:10] } 25... Rxd2 { [%clk 0:00:11] } 26. Qb4 { [%clk 0:00:07] } 26... Rxf2+ { [%clk 0:00:09] } 27. Kg1 { [%clk 0:00:06] } 27... Rf3 { [%clk 0:00:04] } 28. Qe1 { [%clk 0:00:05] } 28... Rxg3+ { [%clk 0:00:02] } 29. Ng2 { [%clk 0:00:05] }
0-1,2187,2208,Mieses Opening,18,1. d3 { [%clk 0:01:00] } 1... d5 { [%clk 0:01:00] } 2. f4 { [%clk 0:01:00] } 2... c5 { [%clk 0:00:59] } 3. Nf3 { [%clk 0:01:00] } 3... d4 { [%clk 0:00:58] } 4. Nbd2 { [%clk 0:01:00] } 4... Nc6 { [%clk 0:00:57] } 5. Nc4 { [%clk 0:00:59] } 5... g6 { [%clk 0:00:56] } 6. e4 { [%clk 0:00:58] } 6... dxe3 { [%clk 0:00:55] } 7. Nxe3 { [%clk 0:00:58] } 7... Bg7 { [%clk 0:00:55] } 8. Be2 { [%clk 0:00:57] } 8... Nf6 { [%clk 0:00:55] } 9. c3 { [%clk 0:00:57] } 9... O-O { [%clk 0:00:54] } 10. O-O { [%clk 0:00:56] } 10... Re8 { [%clk 0:00:52] } 11. Qc2 { [%clk 0:00:55] } 11... e5 { [%clk 0:00:51] } 12. fxe5 { [%clk 0:00:54] } 12... Nxe5 { [%clk 0:00:51] } 13. Nxe5 { [%clk 0:00:53] } 13... Rxe5 { [%clk 0:00:51] } 14. Bf3 { [%clk 0:00:51] } 14... Bf5 { [%clk 0:00:48] } 15. Nc4 { [%clk 0:00:48] } 15... Bxd3 { [%clk 0:00:45] } 16. Qb3 { [%clk 0:00:42] } 16... Bxf1 { [%clk 0:00:43] } 17. Kxf1 { [%clk 0:00:42] } 17... Qd3+ { [%clk 0:00:41] } 18. Be2 { [%clk 0:00:39] } 18... Qxe2+ { [%clk 0:00:39] }
1/2-1/2,2629,2813,Benoni Defense: Old Benoni,62,1. d4 { [%clk 0:01:00] } 1... c5 { [%clk 0:01:00] } 2. d5 { [%clk 0:00:59] } 2... e5 { [%clk 0:01:00] } 3. c4 { [%clk 0:00:59] } 3... d6 { [%clk 0:00:59] } 4. Nc3 { [%clk 0:00:58] } 4... Be7 { [%clk 0:00:59] } 5. e4 { [%clk 0:00:58] } 5... Bg5 { [%clk 0:00:59] } 6. Bxg5 { [%clk 0:00:58] } 6... Qxg5 { [%clk 0:00:58] } 7. Nf3 { [%clk 0:00:58] } 7... Qe7 { [%clk 0:00:57] } 8. Be2 { [%clk 0:00:57] } 8... Nf6 { [%clk 0:00:57] } 9. O-O { [%clk 0:00:56] } 9... Nbd7 { [%clk 0:00:57] } 10. Qd2 { [%clk 0:00:56] } 10... Nf8 { [%clk 0:00:56] } 11. Nh4 { [%clk 0:00:54] } 11... Ng6 { [%clk 0:00:56] } 12. Nf5 { [%clk 0:00:53] } 12... Bxf5 { [%clk 0:00:55] } 13. exf5 { [%clk 0:00:53] } 13... Nf4 { [%clk 0:00:55] } 14. g3 { [%clk 0:00:52] } 14... Nxe2+ { [%clk 0:00:53] } 15. Qxe2 { [%clk 0:00:52] } 15... O-O { [%clk 0:00:53] } 16. Ne4 { [%clk 0:00:51] } 16... Nxe4 { [%clk 0:00:51] } 17. Qxe4 { [%clk 0:00:51] } 17... a6 { [%clk 0:00:50] } 18. f4 { [%clk 0:00:51] } 18... f6 { [%clk 0:00:48] } 19. Rae1 { [%clk 0:00:49] } 19... b5 { [%clk 0:00:47] } 20. b3 { [%clk 0:00:45] } 20... Rfb8 { [%clk 0:00:45] } 21. g4 { [%clk 0:00:43] } 21... bxc4 { [%clk 0:00:44] } 22. Qxc4 { [%clk 0:00:42] } 22... Rb4 { [%clk 0:00:43] } 23. Qd3 { [%clk 0:00:41] } 23... e4 { [%clk 0:00:38] } 24. Qc2 { [%clk 0:00:37] } 24... a5 { [%clk 0:00:38] } 25. Re3 { [%clk 0:00:35] } 25... a4 { [%clk 0:00:37] } 26. Rfe1 { [%clk 0:00:35] } 26... axb3 { [%clk 0:00:37] } 27. Rxb3 { [%clk 0:00:33] } 27... Rab8 { [%clk 0:00:29] } 28. Rxe4 { [%clk 0:00:30] } 28... Rxe4 { [%clk 0:00:24] } 29. Rxb8+ { [%clk 0:00:29] } 29... Kf7 { [%clk 0:00:24] } 30. Rb7 { [%clk 0:00:22] } 30... Re1+ { [%clk 0:00:21] } 31. Kf2 { [%clk 0:00:22] } 31... Qxb7 { [%clk 0:00:21] } 32. Kxe1 { [%clk 0:00:21] } 32... Qb4+ { [%clk 0:00:21] } 33. Qd2 { [%clk 0:00:20] } 33... Qe4+ { [%clk 0:00:19] } 34. Qe2 { [%clk 0:00:19] } 34... Qxd5 { [%clk 0:00:14] } 35. a4 { [%clk 0:00:17] } 35... c4 { [%clk 0:00:12] } 36. a5 { [%clk 0:00:16] } 36... Qxa5+ { [%clk 0:00:10] } 37. Kf2 { [%clk 0:00:14] } 37... Qc5+ { [%clk 0:00:09] } 38. Kf3 { [%clk 0:00:14] } 38... Qd5+ { [%clk 0:00:09] } 39. Kg3 { [%clk 0:00:13] } 39... h6 { [%clk 0:00:09] } 40. h4 { [%clk 0:00:10] } 40... Kf8 { [%clk 0:00:08] } 41. Qa2 { [%clk 0:00:09] } 41... Qc6 { [%clk 0:00:07] } 42. Qa7 { [%clk 0:00:08] } 42... Kg8 { [%clk 0:00:07] } 43. Qb8+ { [%clk 0:00:08] } 43... Kh7 { [%clk 0:00:06] } 44. Qb2 { [%clk 0:00:07] } 44... c3 { [%clk 0:00:05] } 45. Qc2 { [%clk 0:00:07] } 45... Qc5 { [%clk 0:00:05] } 46. Kf3 { [%clk 0:00:06] } 46... Qd4 { [%clk 0:00:04] } 47. Ke2 { [%clk 0:00:06] } 47... h5 { [%clk 0:00:04] } 48. Qd3 { [%clk 0:00:05] } 48... Qxd3+ { [%clk 0:00:03] } 49. Kxd3 { [%clk 0:00:05] } 49... hxg4 { [%clk 0:00:03] } 50. h5 { [%clk 0:00:05] } 50... Kh6 { [%clk 0:00:03] } 51. Kxc3 { [%clk 0:00:05] } 51... Kxh5 { [%clk 0:00:03] } 52. Kd2 { [%clk 0:00:05] } 52... g3 { [%clk 0:00:02] } 53. Ke2 { [%clk 0:00:05] } 53... Kg4 { [%clk 0:00:02] } 54. Ke3 { [%clk 0:00:05] } 54... g2 { [%clk 0:00:01] } 55. Kf2 { [%clk 0:00:04] } 55... Kxf4 { [%clk 0:00:01] } 56. Kxg2 { [%clk 0:00:04] } 56... Kxf5 { [%clk 0:00:00] } 57. Kf2 { [%clk 0:00:04] } 57... Ke5 { [%clk 0:00:00] } 58. Ke2 { [%clk 0:00:04] } 58... d5 { [%clk 0:00:00] } 59. Kf2 { [%clk 0:00:04] } 59... d4 { [%clk 0:00:00] } 60. Ke2 { [%clk 0:00:04] } 60... Kd5 { [%clk 0:00:00] } 61. Kd2 { [%clk 0:00:04] } 61... f5 { [%clk 0:00:00] } 62. Kd1 { [%clk 0:00:04] } 62... f4 { [%clk 0:00:00] } 63. Kd2 { [%clk 0:00:04] }
0-1,1584,1475,Zukertort Opening: Lemberger Gambit,11,1. e4 { [%clk 0:01:00] } 1... Nf6 { [%clk 0:01:00] } 2. Nf3 { [%clk 0:01:00] } 2... Nxe4 { [%clk 0:00:59] } 3. Nc3 { [%clk 0:01:00] } 3... Nxf2 { [%clk 0:00:59] } 4. Kxf2 { [%clk 0:00:57] } 4... e6 { [%clk 0:00:59] } 5. Bc4 { [%clk 0:00:57] } 5... Nc6 { [%clk 0:00:59] } 6. d3 { [%clk 0:00:57] } 6... Bc5+ { [%clk 0:00:56] } 7. Be3 { [%clk 0:00:57] } 7... Bxe3+ { [%clk 0:00:55] } 8. Kxe3 { [%clk 0:00:57] } 8... Ne7 { [%clk 0:00:54] } 9. Qe2 { [%clk 0:00:47] } 9... Nf5+ { [%clk 0:00:54] } 10. Kf2 { [%clk 0:00:46] } 10... c6 { [%clk 0:00:54] } 11. Rhb1 { [%clk 0:00:44] } 11... Qb6+ { [%clk 0:00:54] }
